id_interacao,id_cliente,data_interacao,canal,direcao,resultado,texto
INT001556,PJ0536,2026-06-06,portal,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001555,PJ0536,2026-06-27,email,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001559,PJ0537,2026-02-27,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001557,PJ0537,2026-03-03,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001558,PJ0537,2026-03-24,email,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001563,PJ0538,2026-02-18,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001561,PJ0538,2026-03-08,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001560,PJ0538,2026-04-22,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001562,PJ0538,2026-04-29,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001565,PJ0539,2026-02-25,email,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001564,PJ0539,2026-03-02,email,receptiva,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001566,PJ0539,2026-04-09,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001567,PJ0540,2026-03-09,telefone,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001568,PJ0541,2026-03-27,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001573,PJ0542,2025-12-17,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001570,PJ0542,2025-12-19,whatsapp,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001571,PJ0542,2025-12-20,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001572,PJ0542,2025-12-26,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001569,PJ0542,2026-01-03,portal,receptiva,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001575,PJ0543,2026-04-26,portal,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001574,PJ0543,2026-05-05,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001576,PJ0543,2026-05-24,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001578,PJ0544,2026-01-05,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001577,PJ0544,2026-01-22,telefone,ativa,contestacao,Cliente informou divergência no saldo; negociação interrompida para análise.
INT001579,PJ0544,2026-01-28,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001581,PJ0544,2026-02-11,whatsapp,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001580,PJ0544,2026-02-13,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001583,PJ0545,2025-12-17,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001585,PJ0545,2026-01-25,portal,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001582,PJ0545,2026-02-07,email,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001584,PJ0545,2026-02-16,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001586,PJ0546,2026-04-30,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001587,PJ0546,2026-05-10,telefone,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001588,PJ0547,2026-02-16,email,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001592,PJ0547,2026-03-02,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001590,PJ0547,2026-03-04,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001589,PJ0547,2026-03-17,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001591,PJ0547,2026-04-19,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001593,PJ0548,2026-04-16,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001596,PJ0549,2025-11-23,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001595,PJ0549,2025-12-10,portal,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001594,PJ0549,2025-12-24,email,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001597,PJ0550,2026-01-13,telefone,receptiva,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001598,PJ0550,2026-02-07,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001600,PJ0550,2026-02-07,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001599,PJ0550,2026-02-12,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001601,PJ0551,2026-03-31,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001603,PJ0551,2026-04-07,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001602,PJ0551,2026-05-08,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001604,PJ0552,2026-05-29,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001606,PJ0553,2025-12-20,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001605,PJ0553,2026-01-02,email,receptiva,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001611,PJ0554,2025-11-15,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001609,PJ0554,2025-11-18,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001608,PJ0554,2025-12-05,whatsapp,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001610,PJ0554,2025-12-09,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001607,PJ0554,2025-12-24,whatsapp,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001612,PJ0555,2025-12-16,email,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001613,PJ0555,2026-01-04,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001615,PJ0556,2025-12-10,portal,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001616,PJ0556,2025-12-15,portal,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001614,PJ0556,2026-01-27,email,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001619,PJ0557,2026-02-28,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001620,PJ0557,2026-03-04,email,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001617,PJ0557,2026-03-22,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001618,PJ0557,2026-04-15,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001623,PJ0558,2026-02-04,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001621,PJ0558,2026-02-15,whatsapp,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001622,PJ0558,2026-02-15,whatsapp,ativa,dificuldade_temporaria,Empresa informou sazonalidade no caixa e pediu parcelas alinhadas aos recebíveis.
INT001625,PJ0558,2026-02-26,telefone,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001624,PJ0558,2026-03-21,email,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001628,PJ0559,2026-02-17,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001629,PJ0559,2026-02-24,telefone,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001627,PJ0559,2026-03-09,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001626,PJ0559,2026-03-14,telefone,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001631,PJ0560,2026-04-28,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001630,PJ0560,2026-05-21,telefone,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001632,PJ0560,2026-05-26,telefone,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001633,PJ0561,2025-11-18,portal,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001635,PJ0561,2025-11-26,whatsapp,receptiva,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001634,PJ0561,2025-12-15,telefone,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001636,PJ0561,2025-12-17,whatsapp,ativa,dificuldade_temporaria,Cliente relatou queda temporária de faturamento e interesse em parcelamento.
INT001637,PJ0562,2026-01-01,whatsapp,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001638,PJ0562,2026-02-16,email,receptiva,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001642,PJ0563,2026-01-18,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001639,PJ0563,2026-01-29,whatsapp,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001641,PJ0563,2026-02-13,portal,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001640,PJ0563,2026-03-20,email,ativa,sem_sucesso,"Mensagem enviada no canal autorizado, ainda sem retorno do representante."
INT001646,PJ0564,2025-12-22,whatsapp,ativa,recusa_oferta,Cliente considerou a parcela acima da capacidade atual e recusou a oferta.
INT001644,PJ0564,2026-01-03,telefone,ativa,sem_sucesso,Tentativa sem sucesso; telefone chamou e não houve atendimento.
INT001645,PJ0564,2026-01-24,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001643,PJ0564,2026-02-15,telefone,ativa,intencao_pagamento,Representante confirmou intenção de pagamento após recebimento de cliente relevante.
INT001647,PJ0564,2026-02-23,portal,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001648,PJ0565,2026-04-25,email,ativa,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001649,PJ0566,2026-05-02,email,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001652,PJ0566,2026-05-18,whatsapp,ativa,contestacao,Representante contestou o valor e solicitou validação do contrato antes de negociar.
INT001650,PJ0566,2026-05-26,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001651,PJ0566,2026-06-15,whatsapp,ativa,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001655,PJ0567,2026-01-01,telefone,receptiva,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001657,PJ0567,2026-01-01,telefone,receptiva,recusa_oferta,Proposta apresentada não foi aceita; solicitado novo contato após revisão do caixa.
INT001653,PJ0567,2026-01-07,telefone,ativa,intencao_pagamento,Cliente reconheceu o débito e solicitou prazo curto para organizar o pagamento.
INT001656,PJ0567,2026-01-12,telefone,receptiva,dificuldade_temporaria,Representante relatou atraso pontual de um comprador e solicitou nova condição.
INT001654,PJ0567,2026-01-13,portal,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001658,PJ0568,2026-04-04,whatsapp,ativa,promessa_registrada,Cliente confirmou data e valor para pagamento parcial pelo portal.
INT001660,PJ0569,2026-01-14,email,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001659,PJ0569,2026-01-16,email,receptiva,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001661,PJ0570,2026-04-28,telefone,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001662,PJ0570,2026-05-03,whatsapp,ativa,sem_sucesso,E-mail devolvido; necessário validar o endereço antes de nova tentativa.
INT001663,PJ0570,2026-06-02,telefone,ativa,intencao_pagamento,Empresa informou fluxo de caixa previsto e pediu envio das opções no portal.
INT001664,PJ0570,2026-06-06,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
INT001665,PJ0571,2026-01-03,whatsapp,ativa,promessa_registrada,"Promessa de pagamento registrada para os próximos dias, aguardando acompanhamento."
